stop_name,stop_id,published_line,bus_id,scheduled_arrival,predicted_arrival,actual_arrival,scheduled_delay_minutes,prediction_error_minutes,initial_distance,date,day_of_week,hour_of_day,timestamp
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_758,2025-04-10 20:03:58,2025-04-10 20:05:48,2025-04-10 19:29:36,1.8408,-36.1925,10 stops away,2025-04-10,Thursday,20,2025-04-10 19:29:36
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-14 08:33:22,2025-04-14 08:55:35,2025-04-14 08:48:24,22.2261,-7.1927,16 stops away,2025-04-14,Monday,8,2025-04-14 08:48:24
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5784,2025-04-10 16:33:47,2025-04-10 16:38:31,2025-04-10 16:24:53,4.7418,-13.6289,11 stops away,2025-04-10,Thursday,16,2025-04-10 16:24:53
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-15 19:23:54,2025-04-15 19:41:45,2025-04-15 19:02:16,17.8654,-39.4854,Unknown,2025-04-15,Tuesday,19,2025-04-15 19:02:16
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5517,2025-04-20 16:48:32,2025-04-20 17:17:37,2025-04-20 16:54:51,29.0887,-22.7559,14 stops away,2025-04-20,Sunday,16,2025-04-20 16:54:51
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-12 19:06:32,2025-04-12 19:27:13,2025-04-12 19:01:05,20.6897,-26.1274,12 stops away,2025-04-12,Saturday,19,2025-04-12 19:01:05
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-13 18:50:33,2025-04-13 18:52:27,2025-04-13 18:27:57,1.9105,-24.4989,3 stops away,2025-04-13,Sunday,18,2025-04-13 18:27:57
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-07 09:59:32,2025-04-07 10:17:04,2025-04-07 09:54:04,17.5369,-22.9927,14 stops away,2025-04-07,Monday,9,2025-04-07 09:54:04
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-11 09:32:29,2025-04-11 09:48:28,2025-04-11 09:41:06,15.996,-7.3713,11 stops away,2025-04-11,Friday,9,2025-04-11 09:41:06
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-15 09:47:07,2025-04-15 10:03:41,2025-04-15 09:47:39,16.5675,-16.0222,11 stops away,2025-04-15,Tuesday,9,2025-04-15 09:47:39
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-16 07:16:18,2025-04-16 07:13:15,2025-04-16 07:07:08,-3.0426,-6.123,10 stops away,2025-04-16,Wednesday,7,2025-04-16 07:07:08
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-07 13:54:26,2025-04-07 14:06:10,2025-04-07 14:26:24,11.7418,20.2265,12 stops away,2025-04-07,Monday,13,2025-04-07 14:26:24
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-18 18:59:13,2025-04-18 19:05:59,2025-04-18 18:12:17,6.7705,-53.6932,11 stops away,2025-04-18,Friday,18,2025-04-18 18:12:17
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_406,2025-04-15 18:08:42,2025-04-15 18:35:19,2025-04-15 18:28:13,26.6304,-7.0997,15 stops away,2025-04-15,Tuesday,18,2025-04-15 18:28:13
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5519,2025-04-19 19:40:31,2025-04-19 19:41:56,2025-04-19 18:54:16,1.4283,-47.6702,9 stops away,2025-04-19,Saturday,19,2025-04-19 18:54:16
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-11 19:07:08,2025-04-11 19:32:42,2025-04-11 19:48:41,25.5679,15.9845,15 stops away,2025-04-11,Friday,19,2025-04-11 19:48:41
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6157,2025-04-16 19:15:30,2025-04-16 19:10:30,2025-04-16 18:45:59,-5.0,-24.5007,20 stops away,2025-04-16,Wednesday,19,2025-04-16 18:45:59
5 AV/9 ST,308204,B63,MTA NYCT_439,2025-04-07 18:55:21,2025-04-07 19:35:19,2025-04-07 19:10:25,39.9684,-24.8865,20 stops away,2025-04-07,Monday,18,2025-04-07 19:10:25
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-18 18:29:57,2025-04-18 18:42:26,2025-04-18 18:21:44,12.4947,-20.7067,4 stops away,2025-04-18,Friday,18,2025-04-18 18:21:44
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5517,2025-04-10 17:21:50,2025-04-10 17:26:17,2025-04-10 16:34:50,4.4586,-51.4548,16 stops away,2025-04-10,Thursday,17,2025-04-10 16:34:50
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-12 15:21:57,2025-04-12 15:40:53,2025-04-12 14:46:27,18.9467,-54.4422,Unknown,2025-04-12,Saturday,15,2025-04-12 14:46:27
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-14 09:46:50,2025-04-14 10:08:44,2025-04-14 10:13:18,21.9027,4.5778,Unknown,2025-04-14,Monday,9,2025-04-14 10:13:18
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-19 23:31:09,2025-04-19 23:29:30,2025-04-19 22:54:56,-1.6348,-34.578,13 stops away,2025-04-19,Saturday,23,2025-04-19 22:54:56
5 AV/UNION ST,308207,B63,MTA NYCT_431,2025-04-11 19:07:44,2025-04-11 19:30:32,2025-04-11 19:27:28,22.812,-3.07,9 stops away,2025-04-11,Friday,19,2025-04-11 19:27:28
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-17 19:03:21,2025-04-17 19:10:36,2025-04-17 19:22:00,7.2531,11.4034,12 stops away,2025-04-17,Thursday,19,2025-04-17 19:22:00
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-12 13:21:56,2025-04-12 13:42:11,2025-04-12 13:33:24,20.2556,-8.7749,14 stops away,2025-04-12,Saturday,13,2025-04-12 13:33:24
5 AV/9 ST,308204,B63,MTA NYCT_247,2025-04-15 21:42:13,2025-04-15 21:47:03,2025-04-15 21:23:31,4.8486,-23.5326,16 stops away,2025-04-15,Tuesday,21,2025-04-15 21:23:31
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-15 06:52:50,2025-04-15 07:07:46,2025-04-15 06:49:05,14.9343,-18.6706,1 stops away,2025-04-15,Tuesday,6,2025-04-15 06:49:05
5 AV/UNION ST,308207,B63,MTA NYCT_381,2025-04-15 12:45:03,2025-04-15 13:05:31,2025-04-15 12:17:51,20.4811,-47.6707,3 stops away,2025-04-15,Tuesday,12,2025-04-15 12:17:51
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-12 16:35:20,2025-04-12 16:31:16,2025-04-12 16:20:35,-4.0519,-10.6817,3 stops away,2025-04-12,Saturday,16,2025-04-12 16:20:35
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5508,2025-04-10 08:35:24,2025-04-10 08:47:52,2025-04-10 08:19:43,12.4828,-28.1512,20 stops away,2025-04-10,Thursday,8,2025-04-10 08:19:43
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_431,2025-04-17 17:02:33,2025-04-17 16:58:45,2025-04-17 16:44:35,-3.7927,-14.17,17 stops away,2025-04-17,Thursday,17,2025-04-17 16:44:35
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5586,2025-04-17 06:05:02,2025-04-17 06:17:05,2025-04-17 06:16:37,12.0516,-0.4625,18 stops away,2025-04-17,Thursday,6,2025-04-17 06:16:37
5 AV/9 ST,308204,B63,MTA NYCT_431,2025-04-08 11:13:11,2025-04-08 11:26:16,2025-04-08 11:08:48,13.0857,-17.4599,Unknown,2025-04-08,Tuesday,11,2025-04-08 11:08:48
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5587,2025-04-07 16:12:43,2025-04-07 16:46:28,2025-04-07 16:03:30,33.7568,-42.9719,8 stops away,2025-04-07,Monday,16,2025-04-07 16:03:30
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_758,2025-04-13 12:37:02,2025-04-13 12:51:35,2025-04-13 12:00:51,14.5593,-50.7276,1 stops away,2025-04-13,Sunday,12,2025-04-13 12:00:51
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_471,2025-04-15 17:33:10,2025-04-15 17:41:13,2025-04-15 17:00:24,8.0609,-40.8138,3 stops away,2025-04-15,Tuesday,17,2025-04-15 17:00:24
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-11 09:28:33,2025-04-11 09:57:16,2025-04-11 09:41:15,28.7198,-16.007,Unknown,2025-04-11,Friday,9,2025-04-11 09:41:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-13 12:56:17,2025-04-13 13:06:10,2025-04-13 12:27:38,9.8852,-38.5234,5 stops away,2025-04-13,Sunday,12,2025-04-13 12:27:38
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_471,2025-04-10 09:44:05,2025-04-10 09:59:00,2025-04-10 09:27:54,14.9289,-31.1009,6 stops away,2025-04-10,Thursday,9,2025-04-10 09:27:54
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-11 14:09:46,2025-04-11 14:25:31,2025-04-11 13:49:30,15.7594,-36.0229,10 stops away,2025-04-11,Friday,14,2025-04-11 13:49:30
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-14 17:12:49,2025-04-14 17:48:31,2025-04-14 16:57:41,35.7049,-50.8235,6 stops away,2025-04-14,Monday,17,2025-04-14 16:57:41
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-10 13:50:41,2025-04-10 13:56:19,2025-04-10 14:18:00,5.6446,21.6733,3 stops away,2025-04-10,Thursday,13,2025-04-10 14:18:00
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5519,2025-04-20 19:17:39,2025-04-20 19:23:57,2025-04-20 18:40:55,6.3013,-43.0241,10 stops away,2025-04-20,Sunday,19,2025-04-20 18:40:55
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-08 09:16:24,2025-04-08 09:37:56,2025-04-08 09:13:04,21.5432,-24.872,7 stops away,2025-04-08,Tuesday,9,2025-04-08 09:13:04
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-08 19:21:51,2025-04-08 19:27:14,2025-04-08 18:48:57,5.3951,-38.2885,10 stops away,2025-04-08,Tuesday,19,2025-04-08 18:48:57
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-16 09:09:40,2025-04-16 09:54:40,2025-04-16 09:34:38,45.0,-20.0319,19 stops away,2025-04-16,Wednesday,9,2025-04-16 09:34:38
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6226,2025-04-19 21:24:24,2025-04-19 21:19:24,2025-04-19 21:37:06,-5.0,17.7057,17 stops away,2025-04-19,Saturday,21,2025-04-19 21:37:06
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-09 19:36:50,2025-04-09 19:54:31,2025-04-09 19:23:21,17.6941,-31.1658,8 stops away,2025-04-09,Wednesday,19,2025-04-09 19:23:21
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_418,2025-04-13 15:08:11,2025-04-13 15:10:15,2025-04-13 15:10:13,2.0685,-0.0302,8 stops away,2025-04-13,Sunday,15,2025-04-13 15:10:13
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-14 17:49:17,2025-04-14 18:04:53,2025-04-14 17:08:38,15.6018,-56.2378,Unknown,2025-04-14,Monday,17,2025-04-14 17:08:38
5 AV/UNION ST,308207,B63,MTA NYCT_263,2025-04-15 12:58:19,2025-04-15 13:26:00,2025-04-15 13:02:01,27.6915,-23.9767,17 stops away,2025-04-15,Tuesday,12,2025-04-15 13:02:01
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-10 06:16:50,2025-04-10 06:42:02,2025-04-10 06:55:05,25.2124,13.0508,19 stops away,2025-04-10,Thursday,6,2025-04-10 06:55:05
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-19 14:25:41,2025-04-19 14:27:10,2025-04-19 14:34:55,1.4914,7.7479,12 stops away,2025-04-19,Saturday,14,2025-04-19 14:34:55
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-17 05:56:22,2025-04-17 06:01:14,2025-04-17 05:06:17,4.8739,-54.956,5 stops away,2025-04-17,Thursday,5,2025-04-17 05:06:17
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-13 12:16:38,2025-04-13 12:23:01,2025-04-13 12:17:01,6.3909,-5.9946,14 stops away,2025-04-13,Sunday,12,2025-04-13 12:17:01
5 AV/9 ST,308204,B63,MTA NYCT_469,2025-04-07 11:06:16,2025-04-07 11:14:50,2025-04-07 10:53:36,8.5667,-21.2319,12 stops away,2025-04-07,Monday,11,2025-04-07 10:53:36
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-11 08:03:18,2025-04-11 08:36:37,2025-04-11 08:24:20,33.3305,-12.2899,17 stops away,2025-04-11,Friday,8,2025-04-11 08:24:20
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6226,2025-04-14 18:55:23,2025-04-14 19:03:22,2025-04-14 19:03:58,7.9979,0.5873,8 stops away,2025-04-14,Monday,18,2025-04-14 19:03:58
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-08 16:33:22,2025-04-08 16:54:38,2025-04-08 15:45:31,21.2704,-69.117,1 stops away,2025-04-08,Tuesday,16,2025-04-08 15:45:31
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5511,2025-04-17 07:14:20,2025-04-17 07:38:32,2025-04-17 07:32:25,24.2115,-6.1202,18 stops away,2025-04-17,Thursday,7,2025-04-17 07:32:25
5 AV/UNION ST,308207,B63,MTA NYCT_471,2025-04-08 17:12:58,2025-04-08 17:31:58,2025-04-08 17:36:39,19.0065,4.6885,6 stops away,2025-04-08,Tuesday,17,2025-04-08 17:36:39
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5784,2025-04-13 13:13:11,2025-04-13 13:17:28,2025-04-13 13:10:09,4.2847,-7.3165,19 stops away,2025-04-13,Sunday,13,2025-04-13 13:10:09
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_418,2025-04-09 08:35:06,2025-04-09 08:33:52,2025-04-09 08:28:04,-1.2287,-5.7902,Unknown,2025-04-09,Wednesday,8,2025-04-09 08:28:04
5 AV/9 ST,308204,B63,MTA NYCT_439,2025-04-07 06:09:08,2025-04-07 06:38:14,2025-04-07 06:02:07,29.101,-36.1043,17 stops away,2025-04-07,Monday,6,2025-04-07 06:02:07
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5519,2025-04-20 16:53:58,2025-04-20 16:59:16,2025-04-20 16:29:20,5.3125,-29.9452,14 stops away,2025-04-20,Sunday,16,2025-04-20 16:29:20
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-20 10:01:45,2025-04-20 10:12:51,2025-04-20 09:35:16,11.105,-37.5785,20 stops away,2025-04-20,Sunday,10,2025-04-20 09:35:16
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6187,2025-04-08 18:13:20,2025-04-08 18:37:27,2025-04-08 18:41:10,24.1209,3.7185,17 stops away,2025-04-08,Tuesday,18,2025-04-08 18:41:10
5 AV/9 ST,308204,B63,MTA NYCT_417,2025-04-20 07:30:30,2025-04-20 07:52:18,2025-04-20 06:59:28,21.8129,-52.8308,12 stops away,2025-04-20,Sunday,7,2025-04-20 06:59:28
5 AV/9 ST,308204,B63,MTA NYCT_406,2025-04-13 09:38:48,2025-04-13 10:06:29,2025-04-13 10:12:09,27.6884,5.6759,5 stops away,2025-04-13,Sunday,9,2025-04-13 10:12:09
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-16 13:21:51,2025-04-16 13:41:24,2025-04-16 13:34:52,19.5564,-6.5307,15 stops away,2025-04-16,Wednesday,13,2025-04-16 13:34:52
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5519,2025-04-10 21:09:02,2025-04-10 21:23:24,2025-04-10 21:31:08,14.3716,7.7306,3 stops away,2025-04-10,Thursday,21,2025-04-10 21:31:08
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-11 09:05:11,2025-04-11 09:48:27,2025-04-11 09:13:15,43.2748,-35.2001,14 stops away,2025-04-11,Friday,9,2025-04-11 09:13:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5528,2025-04-07 08:12:25,2025-04-07 08:44:54,2025-04-07 08:28:27,32.4961,-16.4569,Unknown,2025-04-07,Monday,8,2025-04-07 08:28:27
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5511,2025-04-15 06:48:09,2025-04-15 06:59:32,2025-04-15 06:11:43,11.3978,-47.8168,11 stops away,2025-04-15,Tuesday,6,2025-04-15 06:11:43
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5517,2025-04-13 14:08:57,2025-04-13 14:16:31,2025-04-13 13:40:22,7.5793,-36.1564,Unknown,2025-04-13,Sunday,14,2025-04-13 13:40:22
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-14 18:09:29,2025-04-14 18:22:19,2025-04-14 17:43:58,12.8359,-38.3386,4 stops away,2025-04-14,Monday,18,2025-04-14 17:43:58
5 AV/9 ST,308204,B63,MTA NYCT_388,2025-04-18 19:58:43,2025-04-18 20:07:24,2025-04-18 19:44:01,8.6843,-23.3739,18 stops away,2025-04-18,Friday,19,2025-04-18 19:44:01
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-16 05:29:04,2025-04-16 05:38:23,2025-04-16 04:48:53,9.3257,-49.5081,6 stops away,2025-04-16,Wednesday,5,2025-04-16 04:48:53
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-14 19:38:12,2025-04-14 19:38:24,2025-04-14 19:31:38,0.2131,-6.767,8 stops away,2025-04-14,Monday,19,2025-04-14 19:31:38
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-19 11:44:58,2025-04-19 11:48:11,2025-04-19 11:56:49,3.2218,8.6418,12 stops away,2025-04-19,Saturday,11,2025-04-19 11:56:49
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-16 17:05:55,2025-04-16 17:27:32,2025-04-16 17:26:03,21.6222,-1.4727,11 stops away,2025-04-16,Wednesday,17,2025-04-16 17:26:03
5 AV/UNION ST,308207,B63,MTA NYCT_469,2025-04-16 09:09:55,2025-04-16 09:46:39,2025-04-16 09:25:21,36.7363,-21.2895,17 stops away,2025-04-16,Wednesday,9,2025-04-16 09:25:21
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-11 08:43:16,2025-04-11 08:54:41,2025-04-11 08:58:56,11.4253,4.2561,17 stops away,2025-04-11,Friday,8,2025-04-11 08:58:56
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-08 16:09:46,2025-04-08 16:35:00,2025-04-08 16:16:22,25.2463,-18.6432,Unknown,2025-04-08,Tuesday,16,2025-04-08 16:16:22
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-18 09:32:02,2025-04-18 10:08:31,2025-04-18 09:49:20,36.4911,-19.182,4 stops away,2025-04-18,Friday,9,2025-04-18 09:49:20
5 AV/9 ST,308204,B63,MTA NYCT_263,2025-04-11 12:23:46,2025-04-11 12:36:32,2025-04-11 12:22:24,12.7786,-14.1337,14 stops away,2025-04-11,Friday,12,2025-04-11 12:22:24
5 AV/9 ST,308204,B63,MTA NYCT_381,2025-04-12 14:49:23,2025-04-12 14:51:26,2025-04-12 14:38:31,2.056,-12.915,7 stops away,2025-04-12,Saturday,14,2025-04-12 14:38:31
5 AV/UNION ST,308207,B63,MTA NYCT_381,2025-04-16 19:57:18,2025-04-16 20:21:40,2025-04-16 20:16:42,24.3725,-4.9711,9 stops away,2025-04-16,Wednesday,19,2025-04-16 20:16:42
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-14 06:41:09,2025-04-14 06:53:54,2025-04-14 06:35:49,12.764,-18.0905,Unknown,2025-04-14,Monday,6,2025-04-14 06:35:49
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-14 06:52:11,2025-04-14 07:07:29,2025-04-14 07:09:06,15.3124,1.6195,20 stops away,2025-04-14,Monday,6,2025-04-14 07:09:06
5 AV/9 ST,308204,B63,MTA NYCT_263,2025-04-17 19:47:30,2025-04-17 20:05:10,2025-04-17 19:43:24,17.6785,-21.7685,Unknown,2025-04-17,Thursday,19,2025-04-17 19:43:24
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-15 07:24:38,2025-04-15 07:47:31,2025-04-15 07:43:18,22.891,-4.215,2 stops away,2025-04-15,Tuesday,7,2025-04-15 07:43:18
5 AV/UNION ST,308207,B63,MTA NYCT_439,2025-04-18 08:44:49,2025-04-18 08:50:43,2025-04-18 08:39:46,5.9083,-10.955,1 stops away,2025-04-18,Friday,8,2025-04-18 08:39:46
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_406,2025-04-17 11:23:57,2025-04-17 11:18:57,2025-04-17 11:14:47,-5.0,-4.1589,3 stops away,2025-04-17,Thursday,11,2025-04-17 11:14:47
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-18 17:31:37,2025-04-18 17:58:47,2025-04-18 18:00:21,27.1694,1.5715,13 stops away,2025-04-18,Friday,17,2025-04-18 18:00:21
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5587,2025-04-15 16:52:16,2025-04-15 17:05:58,2025-04-15 16:58:04,13.7132,-7.9101,2 stops away,2025-04-15,Tuesday,16,2025-04-15 16:58:04
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-18 18:18:59,2025-04-18 18:55:53,2025-04-18 19:11:51,36.9054,15.9771,12 stops away,2025-04-18,Friday,18,2025-04-18 19:11:51
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-10 20:23:29,2025-04-10 20:35:44,2025-04-10 20:24:09,12.252,-11.5801,Unknown,2025-04-10,Thursday,20,2025-04-10 20:24:09
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5528,2025-04-12 07:16:25,2025-04-12 07:45:34,2025-04-12 06:58:32,29.1641,-47.0443,1 stops away,2025-04-12,Saturday,7,2025-04-12 06:58:32
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-09 17:46:11,2025-04-09 18:00:48,2025-04-09 18:15:06,14.6308,14.2862,19 stops away,2025-04-09,Wednesday,17,2025-04-09 18:15:06
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_247,2025-04-07 18:59:53,2025-04-07 19:31:04,2025-04-07 19:24:27,31.1838,-6.6081,13 stops away,2025-04-07,Monday,18,2025-04-07 19:24:27
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_772,2025-04-15 13:55:55,2025-04-15 13:55:37,2025-04-15 13:39:56,-0.2996,-15.6718,Unknown,2025-04-15,Tuesday,13,2025-04-15 13:39:56
5 AV/9 ST,308204,B63,MTA NYCT_771,2025-04-13 19:37:41,2025-04-13 19:42:40,2025-04-13 19:35:14,4.9857,-7.4346,Unknown,2025-04-13,Sunday,19,2025-04-13 19:35:14
5 AV/UNION ST,308207,B63,MTA NYCT_471,2025-04-08 17:03:03,2025-04-08 17:11:28,2025-04-08 16:34:42,8.4308,-36.7717,5 stops away,2025-04-08,Tuesday,17,2025-04-08 16:34:42
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-09 15:22:59,2025-04-09 15:17:59,2025-04-09 15:29:48,-5.0,11.8263,17 stops away,2025-04-09,Wednesday,15,2025-04-09 15:29:48
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5528,2025-04-14 19:50:03,2025-04-14 19:59:09,2025-04-14 19:47:57,9.102,-11.1947,Unknown,2025-04-14,Monday,19,2025-04-14 19:47:57
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-18 12:08:56,2025-04-18 12:21:24,2025-04-18 11:43:44,12.481,-37.6736,4 stops away,2025-04-18,Friday,12,2025-04-18 11:43:44
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-17 17:47:38,2025-04-17 17:50:19,2025-04-17 17:13:59,2.6969,-36.3304,10 stops away,2025-04-17,Thursday,17,2025-04-17 17:13:59
5 AV/UNION ST,308207,B63,MTA NYCT_439,2025-04-14 08:20:38,2025-04-14 08:30:09,2025-04-14 08:23:29,9.5296,-6.6655,19 stops away,2025-04-14,Monday,8,2025-04-14 08:23:29
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_758,2025-04-20 11:02:22,2025-04-20 11:05:36,2025-04-20 11:28:46,3.2364,23.1715,4 stops away,2025-04-20,Sunday,11,2025-04-20 11:28:46
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-10 19:46:53,2025-04-10 20:08:06,2025-04-10 20:11:00,21.2308,2.8864,15 stops away,2025-04-10,Thursday,19,2025-04-10 20:11:00
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-07 06:22:06,2025-04-07 06:33:34,2025-04-07 06:51:44,11.4829,18.1505,9 stops away,2025-04-07,Monday,6,2025-04-07 06:51:44
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5586,2025-04-14 08:34:07,2025-04-14 08:50:05,2025-04-14 08:34:49,15.9704,-15.2686,4 stops away,2025-04-14,Monday,8,2025-04-14 08:34:49
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6226,2025-04-15 13:18:31,2025-04-15 13:32:27,2025-04-15 13:33:02,13.9448,0.5828,8 stops away,2025-04-15,Tuesday,13,2025-04-15 13:33:02
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-15 10:34:15,2025-04-15 10:52:09,2025-04-15 10:27:17,17.9137,-24.8662,20 stops away,2025-04-15,Tuesday,10,2025-04-15 10:27:17
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-08 08:09:49,2025-04-08 08:21:46,2025-04-08 08:21:00,11.9543,-0.7561,Unknown,2025-04-08,Tuesday,8,2025-04-08 08:21:00
5 AV/9 ST,308204,B63,MTA NYCT_406,2025-04-18 12:16:27,2025-04-18 12:35:01,2025-04-18 12:11:55,18.5795,-23.098,4 stops away,2025-04-18,Friday,12,2025-04-18 12:11:55
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-14 07:05:36,2025-04-14 07:04:06,2025-04-14 06:45:02,-1.4866,-19.0754,19 stops away,2025-04-14,Monday,7,2025-04-14 06:45:02
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-12 12:02:13,2025-04-12 12:17:30,2025-04-12 12:41:57,15.3,24.4457,8 stops away,2025-04-12,Saturday,12,2025-04-12 12:41:57
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6156,2025-04-10 06:41:25,2025-04-10 06:43:44,2025-04-10 06:19:55,2.3174,-23.8163,17 stops away,2025-04-10,Thursday,6,2025-04-10 06:19:55
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5511,2025-04-10 08:53:21,2025-04-10 09:07:08,2025-04-10 09:21:51,13.7851,14.7238,6 stops away,2025-04-10,Thursday,8,2025-04-10 09:21:51
